ori,data_year,offense,state_abbr,cleared,actual
AL0010000,2009,aggravated-assault,AL,45,244
AL0010000,2010,aggravated-assault,AL,23,184
AL0010000,2011,aggravated-assault,AL,160,352
AL0010000,2012,aggravated-assault,AL,218,427
AL0010000,2013,aggravated-assault,AL,208,436
AL0010000,2014,aggravated-assault,AL,185,440
AL0010000,2015,aggravated-assault,AL,181,484
AL0010000,2016,aggravated-assault,AL,170,467
AL0010100,2009,aggravated-assault,AL,49,325
AL0010100,2010,aggravated-assault,AL,38,183
AL0010100,2011,aggravated-assault,AL,60,305
AL0010100,2012,aggravated-assault,AL,62,394
AL0010100,2013,aggravated-assault,AL,34,348
AL0010100,2014,aggravated-assault,AL,21,248
AL0010100,2015,aggravated-assault,AL,8,336
AL0010100,2016,aggravated-assault,AL,5,604
AL0010200,2009,aggravated-assault,AL,0,1399
AL0010200,2010,aggravated-assault,AL,0,826
AL0010200,2011,aggravated-assault,AL,0,1916
AL0010200,2012,aggravated-assault,AL,0,2035
AK0015600,2009,aggravated-assault,AK,32,64
AK0015600,2010,aggravated-assault,AK,25,52
AK0015600,2011,aggravated-assault,AK,16,34
AK0015600,2012,aggravated-assault,AK,25,35
AK0015600,2013,aggravated-assault,AK,14,31
AK0015600,2014,aggravated-assault,AK,20,46
AK0015600,2015,aggravated-assault,AK,14,29
AK0015600,2016,aggravated-assault,AK,22,46
AKAST0100,2014,aggravated-assault,AK,633,795
AKAST0100,2015,aggravated-assault,AK,571,776
AKAST0100,2016,aggravated-assault,AK,621,874
AK0010100,2009,aggravated-assault,AK,1134,1658
AK0010100,2010,aggravated-assault,AK,1129,1701
AK0010100,2011,aggravated-assault,AK,1003,1628
AK0010100,2012,aggravated-assault,AK,1107,1673
AK0010100,2013,aggravated-assault,AK,961,1491
AK0010100,2014,aggravated-assault,AK,1035,1705
AK0010100,2015,aggravated-assault,AK,1142,2062
AK0010100,2016,aggravated-assault,AK,1208,2157
AK0010200,2009,aggravated-assault,AK,57,163
AZ0010000,2009,aggravated-assault,AZ,21,23
AZ0010000,2010,aggravated-assault,AZ,10,16
AZ0010000,2011,aggravated-assault,AZ,36,43
AZ0010000,2012,aggravated-assault,AZ,28,50
AZ0010000,2013,aggravated-assault,AZ,34,48
AZ0010000,2014,aggravated-assault,AZ,41,56
AZ0010000,2015,aggravated-assault,AZ,16,19
AZ0010000,2016,aggravated-assault,AZ,27,34
AZ0010100,2009,aggravated-assault,AZ,5,8
AZ0010100,2010,aggravated-assault,AZ,7,9
AZ0010100,2011,aggravated-assault,AZ,5,6
AZ0010100,2012,aggravated-assault,AZ,3,3
AZ0010100,2013,aggravated-assault,AZ,13,14
AZ0010100,2014,aggravated-assault,AZ,5,5
AZ0010100,2015,aggravated-assault,AZ,4,7
AZ0010100,2016,aggravated-assault,AZ,2,6
AZ0010300,2009,aggravated-assault,AZ,0,0
AZ0010300,2010,aggravated-assault,AZ,1,2
AZ0010300,2011,aggravated-assault,AZ,0,0
AZ0010300,2012,aggravated-assault,AZ,0,0
ARASP0000,2009,aggravated-assault,AR,0,0
ARASP0000,2010,aggravated-assault,AR,0,0
ARASP0000,2011,aggravated-assault,AR,0,0
ARASP0000,2012,aggravated-assault,AR,0,0
ARASP0000,2013,aggravated-assault,AR,0,0
ARASP0000,2014,aggravated-assault,AR,0,0
ARASP0000,2015,aggravated-assault,AR,0,0
ARASP0000,2016,aggravated-assault,AR,0,0
AR0010000,2009,aggravated-assault,AR,2,5
AR0010000,2010,aggravated-assault,AR,2,6
AR0010000,2011,aggravated-assault,AR,4,5
AR0010000,2012,aggravated-assault,AR,5,9
AR0010000,2013,aggravated-assault,AR,2,12
AR0010000,2014,aggravated-assault,AR,0,5
AR0010000,2015,aggravated-assault,AR,1,7
AR0010000,2016,aggravated-assault,AR,3,7
AR0010100,2009,aggravated-assault,AR,1,13
AR0010100,2010,aggravated-assault,AR,3,8
AR0010100,2011,aggravated-assault,AR,13,22
AR0010100,2012,aggravated-assault,AR,8,14
CA0010000,2009,aggravated-assault,CA,205,346
CA0010000,2010,aggravated-assault,CA,262,437
CA0010000,2011,aggravated-assault,CA,313,478
CA0010000,2012,aggravated-assault,CA,279,417
CA0010000,2013,aggravated-assault,CA,299,428
CA0010000,2014,aggravated-assault,CA,247,378
CA0010000,2015,aggravated-assault,CA,187,314
CA0010000,2016,aggravated-assault,CA,206,347
CA0010100,2009,aggravated-assault,CA,80,95
CA0010100,2010,aggravated-assault,CA,66,83
CA0010100,2011,aggravated-assault,CA,72,97
CA0010100,2012,aggravated-assault,CA,58,70
CA0010100,2013,aggravated-assault,CA,49,63
CA0010100,2014,aggravated-assault,CA,59,73
CA0010100,2015,aggravated-assault,CA,53,78
CA0010100,2016,aggravated-assault,CA,66,74
CA0010200,2009,aggravated-assault,CA,7,8
CA0010200,2010,aggravated-assault,CA,6,8
CA0010200,2011,aggravated-assault,CA,2,7
CA0010200,2012,aggravated-assault,CA,3,7
CO0010000,2009,aggravated-assault,CO,167,286
CO0010000,2010,aggravated-assault,CO,199,338
CO0010000,2011,aggravated-assault,CO,159,267
CO0010000,2012,aggravated-assault,CO,162,287
CO0010000,2013,aggravated-assault,CO,152,273
CO0010000,2014,aggravated-assault,CO,168,318
CO0010000,2015,aggravated-assault,CO,195,309
CO0010000,2016,aggravated-assault,CO,181,325
CO0010100,2009,aggravated-assault,CO,438,734
CO0010100,2010,aggravated-assault,CO,429,737
CO0010100,2011,aggravated-assault,CO,427,754
CO0010100,2012,aggravated-assault,CO,427,729
CO0010100,2013,aggravated-assault,CO,448,716
CO0010100,2014,aggravated-assault,CO,396,734
CO0010100,2015,aggravated-assault,CO,447,836
CO0010100,2016,aggravated-assault,CO,566,1049
CO0010200,2009,aggravated-assault,CO,39,60
CO0010200,2010,aggravated-assault,CO,29,50
CO0010200,2011,aggravated-assault,CO,40,67
CO0010200,2012,aggravated-assault,CO,56,80
CT0000200,2009,aggravated-assault,CT,4,8
CT0000200,2010,aggravated-assault,CT,5,8
CT0000200,2011,aggravated-assault,CT,2,7
CT0000200,2012,aggravated-assault,CT,5,10
CT0000200,2013,aggravated-assault,CT,4,12
CT0000200,2014,aggravated-assault,CT,8,14
CT0000200,2015,aggravated-assault,CT,8,8
CT0000200,2016,aggravated-assault,CT,8,13
CT0000400,2009,aggravated-assault,CT,2,2
CT0000400,2010,aggravated-assault,CT,1,4
CT0000400,2011,aggravated-assault,CT,0,0
CT0000400,2012,aggravated-assault,CT,1,1
CT0000400,2013,aggravated-assault,CT,1,1
CT0000400,2014,aggravated-assault,CT,1,1
CT0000400,2015,aggravated-assault,CT,0,0
CT0000400,2016,aggravated-assault,CT,0,0
CT0000700,2009,aggravated-assault,CT,6,7
CT0000700,2010,aggravated-assault,CT,11,13
CT0000700,2011,aggravated-assault,CT,9,8
CT0000700,2012,aggravated-assault,CT,10,16
DE0010100,2009,aggravated-assault,DE,154,196
DE0010100,2010,aggravated-assault,DE,129,173
DE0010100,2011,aggravated-assault,DE,153,221
DE0010100,2012,aggravated-assault,DE,155,206
DE0010100,2013,aggravated-assault,DE,151,189
DE0010100,2014,aggravated-assault,DE,129,161
DE0010100,2015,aggravated-assault,DE,161,214
DE0010100,2016,aggravated-assault,DE,163,237
DE0010200,2009,aggravated-assault,DE,27,31
DE0010200,2010,aggravated-assault,DE,13,15
DE0010200,2011,aggravated-assault,DE,21,22
DE0010200,2012,aggravated-assault,DE,21,26
DE0010200,2013,aggravated-assault,DE,14,15
DE0010200,2014,aggravated-assault,DE,10,13
DE0010200,2015,aggravated-assault,DE,22,26
DE0010200,2016,aggravated-assault,DE,19,24
DE0010300,2009,aggravated-assault,DE,29,36
DE0010300,2010,aggravated-assault,DE,27,32
DE0010300,2011,aggravated-assault,DE,40,49
DE0010300,2012,aggravated-assault,DE,15,22
FL0010000,2009,aggravated-assault,FL,312,608
FL0010000,2010,aggravated-assault,FL,327,475
FL0010000,2011,aggravated-assault,FL,329,458
FL0010000,2012,aggravated-assault,FL,315,454
FL0010000,2013,aggravated-assault,FL,311,411
FL0010000,2014,aggravated-assault,FL,292,443
FL0010000,2015,aggravated-assault,FL,266,408
FL0010000,2016,aggravated-assault,FL,232,381
FL0010100,2009,aggravated-assault,FL,594,819
FL0010100,2010,aggravated-assault,FL,460,617
FL0010100,2011,aggravated-assault,FL,456,640
FL0010100,2012,aggravated-assault,FL,451,600
FL0010100,2013,aggravated-assault,FL,399,583
FL0010100,2014,aggravated-assault,FL,398,563
FL0010100,2015,aggravated-assault,FL,388,586
FL0010100,2016,aggravated-assault,FL,335,536
FL0010400,2009,aggravated-assault,FL,15,23
FL0010400,2010,aggravated-assault,FL,14,19
FL0010400,2011,aggravated-assault,FL,5,14
FL0010400,2012,aggravated-assault,FL,13,21
GA0010000,2009,aggravated-assault,GA,1,1
GA0010000,2010,aggravated-assault,GA,0,0
GA0010000,2011,aggravated-assault,GA,7,20
GA0010000,2012,aggravated-assault,GA,2,16
GA0010000,2013,aggravated-assault,GA,2,3
GA0010000,2014,aggravated-assault,GA,0,0
GA0010000,2015,aggravated-assault,GA,0,0
GA0010000,2016,aggravated-assault,GA,7,18
GA0010100,2009,aggravated-assault,GA,14,17
GA0010100,2010,aggravated-assault,GA,0,20
GA0010100,2011,aggravated-assault,GA,8,10
GA0010100,2012,aggravated-assault,GA,6,7
GA0010100,2013,aggravated-assault,GA,12,13
GA0010100,2014,aggravated-assault,GA,7,8
GA0010100,2015,aggravated-assault,GA,14,17
GA0010100,2016,aggravated-assault,GA,30,33
GA0010400,2014,aggravated-assault,GA,0,0
GA0010400,2015,aggravated-assault,GA,0,0
GA0010400,2016,aggravated-assault,GA,0,0
GA0020000,2009,aggravated-assault,GA,0,0
AL0010000,2009,burglary,AL,95,2334
AL0010000,2010,burglary,AL,33,2345
AL0010000,2011,burglary,AL,190,2348
AL0010000,2012,burglary,AL,200,2035
AL0010000,2013,burglary,AL,186,1908
AL0010000,2014,burglary,AL,162,1752
AL0010000,2015,burglary,AL,135,1903
AL0010000,2016,burglary,AL,143,1589
AL0010100,2009,burglary,AL,122,1170
AL0010100,2010,burglary,AL,33,273
AL0010100,2011,burglary,AL,60,981
AL0010100,2012,burglary,AL,51,873
AL0010100,2013,burglary,AL,19,725
AL0010100,2014,burglary,AL,9,432
AL0010100,2015,burglary,AL,6,567
AL0010100,2016,burglary,AL,5,573
AL0010200,2009,burglary,AL,0,5019
AL0010200,2010,burglary,AL,0,2608
AL0010200,2011,burglary,AL,0,5806
AL0010200,2012,burglary,AL,0,4704
AK0015600,2009,burglary,AK,3,49
AK0015600,2010,burglary,AK,3,32
AK0015600,2011,burglary,AK,2,59
AK0015600,2012,burglary,AK,0,61
AK0015600,2013,burglary,AK,9,64
AK0015600,2014,burglary,AK,4,44
AK0015600,2015,burglary,AK,3,49
AK0015600,2016,burglary,AK,3,40
AKAST0100,2014,burglary,AK,186,1097
AKAST0100,2015,burglary,AK,113,1047
AKAST0100,2016,burglary,AK,154,1138
AK0010100,2009,burglary,AK,179,1613
AK0010100,2010,burglary,AK,149,1223
AK0010100,2011,burglary,AK,141,1080
AK0010100,2012,burglary,AK,147,1158
AK0010100,2013,burglary,AK,140,1318
AK0010100,2014,burglary,AK,133,1375
AK0010100,2015,burglary,AK,168,1685
AK0010100,2016,burglary,AK,209,2008
AK0010200,2009,burglary,AK,14,191
AZ0010000,2009,burglary,AZ,22,109
AZ0010000,2010,burglary,AZ,14,110
AZ0010000,2011,burglary,AZ,12,95
AZ0010000,2012,burglary,AZ,19,99
AZ0010000,2013,burglary,AZ,30,96
AZ0010000,2014,burglary,AZ,21,112
AZ0010000,2015,burglary,AZ,26,63
AZ0010000,2016,burglary,AZ,20,54
AZ0010100,2009,burglary,AZ,8,19
AZ0010100,2010,burglary,AZ,15,39
AZ0010100,2011,burglary,AZ,35,55
AZ0010100,2012,burglary,AZ,16,37
AZ0010100,2013,burglary,AZ,15,25
AZ0010100,2014,burglary,AZ,12,28
AZ0010100,2015,burglary,AZ,7,20
AZ0010100,2016,burglary,AZ,6,17
AZ0010300,2009,burglary,AZ,0,0
AZ0010300,2010,burglary,AZ,2,6
AZ0010300,2011,burglary,AZ,0,0
AZ0010300,2012,burglary,AZ,0,0
ARASP0000,2009,burglary,AR,0,0
ARASP0000,2010,burglary,AR,0,0
ARASP0000,2011,burglary,AR,0,0
ARASP0000,2012,burglary,AR,0,0
ARASP0000,2013,burglary,AR,0,0
ARASP0000,2014,burglary,AR,0,0
ARASP0000,2015,burglary,AR,0,0
ARASP0000,2016,burglary,AR,0,0
AR0010000,2009,burglary,AR,2,35
AR0010000,2010,burglary,AR,0,35
AR0010000,2011,burglary,AR,0,33
AR0010000,2012,burglary,AR,0,21
AR0010000,2013,burglary,AR,0,33
AR0010000,2014,burglary,AR,2,23
AR0010000,2015,burglary,AR,0,34
AR0010000,2016,burglary,AR,2,42
AR0010100,2009,burglary,AR,4,56
AR0010100,2010,burglary,AR,0,57
AR0010100,2011,burglary,AR,1,42
AR0010100,2012,burglary,AR,1,32
CA0010000,2009,burglary,CA,61,553
CA0010000,2010,burglary,CA,91,622
CA0010000,2011,burglary,CA,50,650
CA0010000,2012,burglary,CA,63,730
CA0010000,2013,burglary,CA,64,659
CA0010000,2014,burglary,CA,53,540
CA0010000,2015,burglary,CA,40,463
CA0010000,2016,burglary,CA,50,490
CA0010100,2009,burglary,CA,34,325
CA0010100,2010,burglary,CA,44,389
CA0010100,2011,burglary,CA,34,315
CA0010100,2012,burglary,CA,42,296
CA0010100,2013,burglary,CA,41,287
CA0010100,2014,burglary,CA,39,236
CA0010100,2015,burglary,CA,19,228
CA0010100,2016,burglary,CA,26,226
CA0010200,2009,burglary,CA,5,112
CA0010200,2010,burglary,CA,5,95
CA0010200,2011,burglary,CA,8,85
CA0010200,2012,burglary,CA,4,116
CO0010000,2009,burglary,CO,56,675
CO0010000,2010,burglary,CO,67,600
CO0010000,2011,burglary,CO,58,623
CO0010000,2012,burglary,CO,48,523
CO0010000,2013,burglary,CO,51,524
CO0010000,2014,burglary,CO,65,442
CO0010000,2015,burglary,CO,50,467
CO0010000,2016,burglary,CO,54,436
CO0010100,2009,burglary,CO,186,2051
CO0010100,2010,burglary,CO,160,2291
CO0010100,2011,burglary,CO,139,2152
CO0010100,2012,burglary,CO,156,1793
CO0010100,2013,burglary,CO,165,1977
CO0010100,2014,burglary,CO,208,1813
CO0010100,2015,burglary,CO,140,1685
CO0010100,2016,burglary,CO,115,1697
CO0010200,2009,burglary,CO,19,171
CO0010200,2010,burglary,CO,16,163
CO0010200,2011,burglary,CO,17,150
CO0010200,2012,burglary,CO,19,126
CT0000200,2009,burglary,CT,7,36
CT0000200,2010,burglary,CT,4,36
CT0000200,2011,burglary,CT,6,49
CT0000200,2012,burglary,CT,14,82
CT0000200,2013,burglary,CT,16,59
CT0000200,2014,burglary,CT,3,62
CT0000200,2015,burglary,CT,7,47
CT0000200,2016,burglary,CT,12,46
CT0000400,2009,burglary,CT,3,28
CT0000400,2010,burglary,CT,4,38
CT0000400,2011,burglary,CT,5,29
CT0000400,2012,burglary,CT,2,25
CT0000400,2013,burglary,CT,1,20
CT0000400,2014,burglary,CT,5,20
CT0000400,2015,burglary,CT,1,14
CT0000400,2016,burglary,CT,0,4
CT0000700,2009,burglary,CT,7,62
CT0000700,2010,burglary,CT,12,68
CT0000700,2011,burglary,CT,10,80
CT0000700,2012,burglary,CT,9,55
DE0010100,2009,burglary,DE,73,158
DE0010100,2010,burglary,DE,100,151
DE0010100,2011,burglary,DE,80,134
DE0010100,2012,burglary,DE,76,116
DE0010100,2013,burglary,DE,51,88
DE0010100,2014,burglary,DE,36,73
DE0010100,2015,burglary,DE,61,84
DE0010100,2016,burglary,DE,65,100
DE0010200,2009,burglary,DE,49,101
DE0010200,2010,burglary,DE,11,40
DE0010200,2011,burglary,DE,12,47
DE0010200,2012,burglary,DE,14,59
DE0010200,2013,burglary,DE,13,32
DE0010200,2014,burglary,DE,7,22
DE0010200,2015,burglary,DE,6,24
DE0010200,2016,burglary,DE,4,19
DE0010300,2009,burglary,DE,14,67
DE0010300,2010,burglary,DE,33,66
DE0010300,2011,burglary,DE,19,61
DE0010300,2012,burglary,DE,22,63
FL0010000,2009,burglary,FL,92,1220
FL0010000,2010,burglary,FL,103,937
FL0010000,2011,burglary,FL,114,794
FL0010000,2012,burglary,FL,92,740
FL0010000,2013,burglary,FL,72,626
FL0010000,2014,burglary,FL,62,634
FL0010000,2015,burglary,FL,65,570
FL0010000,2016,burglary,FL,70,545
FL0010100,2009,burglary,FL,258,1487
FL0010100,2010,burglary,FL,260,1213
FL0010100,2011,burglary,FL,222,1063
FL0010100,2012,burglary,FL,211,1009
FL0010100,2013,burglary,FL,206,742
FL0010100,2014,burglary,FL,175,594
FL0010100,2015,burglary,FL,180,543
FL0010100,2016,burglary,FL,147,590
FL0010400,2009,burglary,FL,5,27
FL0010400,2010,burglary,FL,9,37
FL0010400,2011,burglary,FL,7,53
FL0010400,2012,burglary,FL,4,44
GA0010000,2009,burglary,GA,0,8
GA0010000,2010,burglary,GA,0,0
GA0010000,2011,burglary,GA,13,74
GA0010000,2012,burglary,GA,8,70
GA0010000,2013,burglary,GA,7,30
GA0010000,2014,burglary,GA,0,0
GA0010000,2015,burglary,GA,0,0
GA0010000,2016,burglary,GA,21,75
GA0010100,2009,burglary,GA,16,58
GA0010100,2010,burglary,GA,0,62
GA0010100,2011,burglary,GA,26,74
GA0010100,2012,burglary,GA,18,77
GA0010100,2013,burglary,GA,24,84
GA0010100,2014,burglary,GA,13,45
GA0010100,2015,burglary,GA,9,70
GA0010100,2016,burglary,GA,11,88
GA0010400,2014,burglary,GA,0,0
GA0010400,2015,burglary,GA,0,0
GA0010400,2016,burglary,GA,0,0
GA0020000,2009,burglary,GA,0,0
AL0010000,2009,larceny,AL,122,3260
AL0010000,2010,larceny,AL,62,3073
AL0010000,2011,larceny,AL,265,1678
AL0010000,2012,larceny,AL,277,1550
AL0010000,2013,larceny,AL,221,1664
AL0010000,2014,larceny,AL,260,1532
AL0010000,2015,larceny,AL,129,1392
AL0010000,2016,larceny,AL,82,919
AL0010100,2009,larceny,AL,429,2416
AL0010100,2010,larceny,AL,271,1753
AL0010100,2011,larceny,AL,182,2011
AL0010100,2012,larceny,AL,200,2218
AL0010100,2013,larceny,AL,44,2265
AL0010100,2014,larceny,AL,40,1292
AL0010100,2015,larceny,AL,12,1869
AL0010100,2016,larceny,AL,19,1621
AL0010200,2009,larceny,AL,0,11546
AL0010200,2010,larceny,AL,0,5299
AL0010200,2011,larceny,AL,0,10522
AL0010200,2012,larceny,AL,0,9042
AK0015600,2009,larceny,AK,77,341
AK0015600,2010,larceny,AK,62,263
AK0015600,2011,larceny,AK,68,341
AK0015600,2012,larceny,AK,114,408
AK0015600,2013,larceny,AK,132,520
AK0015600,2014,larceny,AK,45,511
AK0015600,2015,larceny,AK,36,532
AK0015600,2016,larceny,AK,28,409
AKAST0100,2014,larceny,AK,192,1500
AKAST0100,2015,larceny,AK,122,1548
AKAST0100,2016,larceny,AK,110,1962
AK0010100,2009,larceny,AK,1889,7835
AK0010100,2010,larceny,AK,1844,8178
AK0010100,2011,larceny,AK,1707,7750
AK0010100,2012,larceny,AK,1868,8554
AK0010100,2013,larceny,AK,2220,9845
AK0010100,2014,larceny,AK,1713,9217
AK0010100,2015,larceny,AK,1603,8962
AK0010100,2016,larceny,AK,1481,10599
AK0010200,2009,larceny,AK,197,1113
AZ0010000,2009,larceny,AZ,38,75
AZ0010000,2010,larceny,AZ,16,51
AZ0010000,2011,larceny,AZ,20,74
AZ0010000,2012,larceny,AZ,33,99
AZ0010000,2013,larceny,AZ,27,101
AZ0010000,2014,larceny,AZ,23,90
AZ0010000,2015,larceny,AZ,26,60
AZ0010000,2016,larceny,AZ,38,51
AZ0010100,2009,larceny,AZ,17,57
AZ0010100,2010,larceny,AZ,47,83
AZ0010100,2011,larceny,AZ,63,87
AZ0010100,2012,larceny,AZ,43,95
AZ0010100,2013,larceny,AZ,44,75
AZ0010100,2014,larceny,AZ,35,55
AZ0010100,2015,larceny,AZ,19,48
AZ0010100,2016,larceny,AZ,24,32
AZ0010300,2009,larceny,AZ,0,0
AZ0010300,2010,larceny,AZ,3,10
AZ0010300,2011,larceny,AZ,0,0
AZ0010300,2012,larceny,AZ,0,0
ARASP0000,2009,larceny,AR,0,0
ARASP0000,2010,larceny,AR,0,0
ARASP0000,2011,larceny,AR,0,0
ARASP0000,2012,larceny,AR,0,0
ARASP0000,2013,larceny,AR,0,0
ARASP0000,2014,larceny,AR,0,0
ARASP0000,2015,larceny,AR,0,0
ARASP0000,2016,larceny,AR,0,0
AR0010000,2009,larceny,AR,0,35
AR0010000,2010,larceny,AR,2,43
AR0010000,2011,larceny,AR,1,59
AR0010000,2012,larceny,AR,1,73
AR0010000,2013,larceny,AR,2,88
AR0010000,2014,larceny,AR,5,95
AR0010000,2015,larceny,AR,2,112
AR0010000,2016,larceny,AR,0,73
AR0010100,2009,larceny,AR,2,79
AR0010100,2010,larceny,AR,5,84
AR0010100,2011,larceny,AR,6,75
AR0010100,2012,larceny,AR,8,74
CA0010000,2009,larceny,CA,166,1157
CA0010000,2010,larceny,CA,142,1041
CA0010000,2011,larceny,CA,124,991
CA0010000,2012,larceny,CA,105,1182
CA0010000,2013,larceny,CA,110,947
CA0010000,2014,larceny,CA,120,887
CA0010000,2015,larceny,CA,137,985
CA0010000,2016,larceny,CA,174,1104
CA0010100,2009,larceny,CA,150,1390
CA0010100,2010,larceny,CA,252,1360
CA0010100,2011,larceny,CA,183,1323
CA0010100,2012,larceny,CA,162,1301
CA0010100,2013,larceny,CA,152,1285
CA0010100,2014,larceny,CA,104,1154
CA0010100,2015,larceny,CA,119,1245
CA0010100,2016,larceny,CA,139,1351
CA0010200,2009,larceny,CA,16,381
CA0010200,2010,larceny,CA,22,392
CA0010200,2011,larceny,CA,31,338
CA0010200,2012,larceny,CA,31,346
CO0010000,2009,larceny,CO,121,1435
CO0010000,2010,larceny,CO,131,1464
CO0010000,2011,larceny,CO,133,1433
CO0010000,2012,larceny,CO,140,1409
CO0010000,2013,larceny,CO,160,1399
CO0010000,2014,larceny,CO,155,1405
CO0010000,2015,larceny,CO,168,1521
CO0010000,2016,larceny,CO,155,1588
CO0010100,2009,larceny,CO,2156,6812
CO0010100,2010,larceny,CO,2053,6875
CO0010100,2011,larceny,CO,2122,6875
CO0010100,2012,larceny,CO,2372,7371
CO0010100,2013,larceny,CO,2737,7804
CO0010100,2014,larceny,CO,2624,7087
CO0010100,2015,larceny,CO,2847,7669
CO0010100,2016,larceny,CO,2464,7999
CO0010200,2009,larceny,CO,267,906
CO0010200,2010,larceny,CO,283,944
CO0010200,2011,larceny,CO,191,882
CO0010200,2012,larceny,CO,197,804
CT0000200,2009,larceny,CT,75,280
CT0000200,2010,larceny,CT,46,252
CT0000200,2011,larceny,CT,79,283
CT0000200,2012,larceny,CT,85,318
CT0000200,2013,larceny,CT,67,284
CT0000200,2014,larceny,CT,63,281
CT0000200,2015,larceny,CT,59,267
CT0000200,2016,larceny,CT,41,245
CT0000400,2009,larceny,CT,35,138
CT0000400,2010,larceny,CT,31,147
CT0000400,2011,larceny,CT,17,149
CT0000400,2012,larceny,CT,35,142
CT0000400,2013,larceny,CT,18,117
CT0000400,2014,larceny,CT,46,143
CT0000400,2015,larceny,CT,40,130
CT0000400,2016,larceny,CT,12,120
CT0000700,2009,larceny,CT,51,232
CT0000700,2010,larceny,CT,47,263
CT0000700,2011,larceny,CT,47,280
CT0000700,2012,larceny,CT,36,245
DE0010100,2009,larceny,DE,759,1669
DE0010100,2010,larceny,DE,770,1862
DE0010100,2011,larceny,DE,868,2032
DE0010100,2012,larceny,DE,934,2008
DE0010100,2013,larceny,DE,834,1919
DE0010100,2014,larceny,DE,737,1735
DE0010100,2015,larceny,DE,713,1852
DE0010100,2016,larceny,DE,661,1699
DE0010200,2009,larceny,DE,33,126
DE0010200,2010,larceny,DE,26,102
DE0010200,2011,larceny,DE,32,121
DE0010200,2012,larceny,DE,49,129
DE0010200,2013,larceny,DE,70,128
DE0010200,2014,larceny,DE,47,102
DE0010200,2015,larceny,DE,38,80
DE0010200,2016,larceny,DE,31,84
DE0010300,2009,larceny,DE,46,216
DE0010300,2010,larceny,DE,51,203
DE0010300,2011,larceny,DE,73,241
DE0010300,2012,larceny,DE,81,255
FL0010000,2009,larceny,FL,245,1891
FL0010000,2010,larceny,FL,273,1719
FL0010000,2011,larceny,FL,320,1592
FL0010000,2012,larceny,FL,303,1576
FL0010000,2013,larceny,FL,262,1336
FL0010000,2014,larceny,FL,255,1356
FL0010000,2015,larceny,FL,189,1209
FL0010000,2016,larceny,FL,209,1377
FL0010100,2009,larceny,FL,1558,4457
FL0010100,2010,larceny,FL,1315,3859
FL0010100,2011,larceny,FL,1346,4003
FL0010100,2012,larceny,FL,1365,3953
FL0010100,2013,larceny,FL,1340,4000
FL0010100,2014,larceny,FL,1141,3688
FL0010100,2015,larceny,FL,1184,3767
FL0010100,2016,larceny,FL,1069,3951
FL0010400,2009,larceny,FL,20,110
FL0010400,2010,larceny,FL,25,91
FL0010400,2011,larceny,FL,15,103
FL0010400,2012,larceny,FL,18,113
GA0010000,2009,larceny,GA,2,19
GA0010000,2010,larceny,GA,0,0
GA0010000,2011,larceny,GA,40,359
GA0010000,2012,larceny,GA,37,250
GA0010000,2013,larceny,GA,20,74
GA0010000,2014,larceny,GA,0,0
GA0010000,2015,larceny,GA,0,0
GA0010000,2016,larceny,GA,41,205
GA0010100,2009,larceny,GA,84,146
GA0010100,2010,larceny,GA,0,194
GA0010100,2011,larceny,GA,131,222
GA0010100,2012,larceny,GA,107,188
GA0010100,2013,larceny,GA,109,201
GA0010100,2014,larceny,GA,83,147
GA0010100,2015,larceny,GA,85,162
GA0010100,2016,larceny,GA,56,218
GA0010400,2014,larceny,GA,0,0
GA0010400,2015,larceny,GA,0,0
GA0010400,2016,larceny,GA,5,5
GA0020000,2009,larceny,GA,0,0
AL0010000,2009,motor-vehicle-theft,AL,25,537
AL0010000,2010,motor-vehicle-theft,AL,9,439
AL0010000,2011,motor-vehicle-theft,AL,19,99
AL0010000,2012,motor-vehicle-theft,AL,12,85
AL0010000,2013,motor-vehicle-theft,AL,13,106
AL0010000,2014,motor-vehicle-theft,AL,8,101
AL0010000,2015,motor-vehicle-theft,AL,14,141
AL0010000,2016,motor-vehicle-theft,AL,14,151
AL0010100,2009,motor-vehicle-theft,AL,24,227
AL0010100,2010,motor-vehicle-theft,AL,17,163
AL0010100,2011,motor-vehicle-theft,AL,25,282
AL0010100,2012,motor-vehicle-theft,AL,11,238
AL0010100,2013,motor-vehicle-theft,AL,7,209
AL0010100,2014,motor-vehicle-theft,AL,8,141
AL0010100,2015,motor-vehicle-theft,AL,1,205
AL0010100,2016,motor-vehicle-theft,AL,3,209
AL0010200,2009,motor-vehicle-theft,AL,0,1594
AL0010200,2010,motor-vehicle-theft,AL,0,730
AL0010200,2011,motor-vehicle-theft,AL,0,1513
AL0010200,2012,motor-vehicle-theft,AL,0,1042
AK0015600,2009,motor-vehicle-theft,AK,2,26
AK0015600,2010,motor-vehicle-theft,AK,1,31
AK0015600,2011,motor-vehicle-theft,AK,2,23
AK0015600,2012,motor-vehicle-theft,AK,0,21
AK0015600,2013,motor-vehicle-theft,AK,4,43
AK0015600,2014,motor-vehicle-theft,AK,7,38
AK0015600,2015,motor-vehicle-theft,AK,5,56
AK0015600,2016,motor-vehicle-theft,AK,5,38
AKAST0100,2014,motor-vehicle-theft,AK,69,352
AKAST0100,2015,motor-vehicle-theft,AK,88,435
AKAST0100,2016,motor-vehicle-theft,AK,85,456
